Date,Site,Plot,Quadrat,In/out quadrats,In/out transects,Species,Number of flowers,Notes
07/19/21,Waterfall,5,C,in,in,Potentilla pulcherimma,10,
07/19/21,Waterfall,5,D,in,in,Potentilla pulcherimma,9,
07/19/21,Waterfall,5,NA,out,in,Veratrum californicum,,
07/19/21,Waterfall,5,NA,out,in,Vicia americana,,
07/19/21,Waterfall,5,NA,out,in,Erigeron sp.,,
07/19/21,Waterfall,4,A,in,in,Potentilla pulcherimma,10,
07/19/21,Waterfall,4,A,in,in,Lathyrus leucanthus,1,
07/19/21,Waterfall,4,B,in,in,Lathyrus leucanthus,1,
07/19/21,Waterfall,4,B,in,in,Potentilla pulcherimma,10,
07/19/21,Waterfall,4,B,in,in,Collomia linearis,5,
07/19/21,Waterfall,4,B,in,in,Adenolinum lewisii,1,
07/19/21,Waterfall,4,C,in,in,Gallium sp.,3,
07/19/21,Waterfall,4,C,in,in,Potentilla pulcherimma,30,
07/19/21,Waterfall,4,C,in,in,Collomia linearis,6,
07/19/21,Waterfall,4,C,in,in,Lathyrus leucanthus,17,
07/19/21,Waterfall,4,D,in,in,Erigeron elatior,11,
07/19/21,Waterfall,4,D,in,in,Potentilla pulcherimma,8,
07/19/21,Waterfall,4,NA,out,in,Erigeron sp.,,
07/19/21,Waterfall,4,NA,out,in,Pentaphylloides floribunda ,,
07/19/21,Waterfall,6,A,in,in,Erigeron sp.,36,
07/19/21,Waterfall,6,A,in,in,Eriogonum umbellatum,4,
07/19/21,Waterfall,6,A,in,in,Potentilla pulcherimma,16,
07/19/21,Waterfall,6,B,in,in,Potentilla pulcherimma,13,
07/19/21,Waterfall,6,C,in,in,Potentilla pulcherimma,21,
07/19/21,Waterfall,6,C,in,in,Erigeron sp.,3,
07/19/21,Waterfall,6,D,in,in,Potentilla pulcherimma,20,
07/19/21,Waterfall,6,NA,out,in,Helianthella quinqenervis,,
07/19/21,Waterfall,6,NA,out,in,Ipomopsis aggregata ,,
07/21/21,401 Trail,3,A,in,in,Erigeron elatior,1,
07/21/21,401 Trail,3,A,in,in,Heliomeris multiradiata,1,
07/21/21,401 Trail,3,A,in,in,Potentilla pulcherimma,15,
07/21/21,401 Trail,3,B,in,in,Potentilla pulcherimma,10,
07/21/21,401 Trail,3,B,in,in,Heliomeris multiradiata,12,
07/21/21,401 Trail,3,C,in,in,Heliomeris multiradiata,9,
07/21/21,401 Trail,3,C,in,in,Potentilla pulcherimma,48,
07/21/21,401 Trail,3,D,in,in,Potentilla pulcherimma,72,
07/21/21,401 Trail,3,D,in,in,Erigeron elatior,3,
07/21/21,401 Trail,3,D,in,in,Achillea millefolium,1,
07/21/21,401 Trail,3,D,in,in,Heliomeris multiradiata,2,
07/21/21,401 Trail,3,NA,out,in,Helianthella quinqenervis,,
07/21/21,401 Trail,3,NA,out,in,Erigeron sp.,,
07/21/21,401 Trail,3,NA,out,in,Collomia linearis,,
07/21/21,401 Trail,3,NA,out,in,Gallium sp.,,
07/21/21,401 Trail,3,NA,out,in,Dugaldia hoopsii,,
07/21/21,401 Trail,3,NA,out,in,Agoseris aurantiaca,,
07/21/21,401 Trail,4,A,in,in,Erigeron elatior,15,
07/21/21,401 Trail,4,A,in,in,Potentilla pulcherimma,51,
07/21/21,401 Trail,4,B,in,in,Potentilla pulcherimma,33,
07/21/21,401 Trail,4,B,in,in,Dugaldia hoopsii,2,
07/21/21,401 Trail,4,B,in,in,Helianthella quinqenervis,4,
07/21/21,401 Trail,4,B,in,in,Erigeron elatior,7,
07/21/21,401 Trail,4,C,in,in,Ligusticum porteri,1,
07/21/21,401 Trail,4,C,in,in,Achillea millefolium,2,
07/21/21,401 Trail,4,C,in,in,Heliomeris multiradiata,2,
07/21/21,401 Trail,4,C,in,in,Lathyrus leucanthus,1,
07/21/21,401 Trail,4,C,in,in,Potentilla pulcherimma,5,
07/21/21,401 Trail,4,D,in,in,Potentilla pulcherimma,102,
07/21/21,401 Trail,4,D,in,in,Erigeron elatior,5,
07/21/21,401 Trail,4,D,in,in,Heliomeris multiradiata,3,
07/21/21,401 Trail,4,NA,out,in,Vicia americana,,
07/21/21,401 Trail,4,NA,out,in,Solidago multiradiata,,
07/21/21,401 Trail,2,A,in,in,Heliomeris multiradiata,24,
07/21/21,401 Trail,2,A,in,in,Lupinus sp.,31,
07/21/21,401 Trail,2,A,in,in,Potentilla pulcherimma,11,
07/21/21,401 Trail,2,B,in,in,Potentilla pulcherimma,32,
07/21/21,401 Trail,2,B,in,in,Erigeron elatior,2,
07/21/21,401 Trail,2,B,in,in,Erigeron sp.,45,
07/21/21,401 Trail,2,B,in,in,Achillea millefolium,1,
07/21/21,401 Trail,2,C,in,in,Erigeron elatior,1,
07/21/21,401 Trail,2,C,in,in,Potentilla pulcherimma,76,
07/21/21,401 Trail,2,D,in,in,Potentilla pulcherimma,54,
07/21/21,401 Trail,2,D,in,in,Collomia linearis,120,
07/21/21,401 Trail,2,NA,out,in,Helianthella quinqenervis,,
07/21/21,401 Trail,2,NA,out,in,Solidago multiradiata,,
07/21/21,401 Trail,2,NA,out,in,Vicia americana,,
07/21/21,401 Trail,5,A,in,in,Erigeron sp.,71,
07/21/21,401 Trail,5,A,in,in,Potentilla pulcherimma,97,
07/21/21,401 Trail,5,B,in,in,Heliomeris multiradiata,13,
07/21/21,401 Trail,5,B,in,in,Erigeron sp.,12,
07/21/21,401 Trail,5,B,in,in,Potentilla pulcherimma,15,
07/21/21,401 Trail,5,C,in,in,Potentilla pulcherimma,21,
07/21/21,401 Trail,5,C,in,in,Erigeron sp.,26,
07/21/21,401 Trail,5,C,in,in,Heliomeris multiradiata,1,
07/21/21,401 Trail,5,C,in,in,Collomia linearis,6,
07/21/21,401 Trail,5,D,in,in,Potentilla pulcherimma,9,
07/21/21,401 Trail,5,D,in,in,Erigeron sp.,5,
07/21/21,401 Trail,5,NA,out,in,Helianthella quinqenervis,,
07/21/21,401 Trail,1,A,in,in,Erigeron elatior,2,
07/21/21,401 Trail,1,A,in,in,Erigeron sp.,7,
07/21/21,401 Trail,1,A,in,in,Delphinium barbeyi,16,
07/21/21,401 Trail,1,A,in,in,Potentilla pulcherimma,3,
07/21/21,401 Trail,1,B,in,in,Potentilla pulcherimma,16,
07/21/21,401 Trail,1,C,in,in,Potentilla pulcherimma,3,
07/21/21,401 Trail,1,C,in,in,Pseudocymopterus montanus,1,
07/21/21,401 Trail,1,D,in,in,Potentilla pulcherimma,27,
07/21/21,401 Trail,1,NA,out,in,Helianthella quinqenervis,,
07/21/21,401 Trail,1,NA,out,in,Achillea millefolium,,
07/21/21,401 Trail,1,NA,out,in,Ligusticum porteri,,
07/21/21,401 Trail,6,A,in,in,Heliomeris multiradiata,3,
07/21/21,401 Trail,6,A,in,in,Potentilla pulcherimma,39,
07/21/21,401 Trail,6,B,in,in,Potentilla pulcherimma,29,
07/21/21,401 Trail,6,B,in,in,Heliomeris multiradiata,4,
07/21/21,401 Trail,6,C,in,in,Heliomeris multiradiata,6,
07/21/21,401 Trail,6,D,in,in,Heterotheca villosa,14,
07/21/21,401 Trail,6,NA,out,in,Ipomopsis aggregata ,,
07/21/21,401 Trail,6,NA,out,in,Taraxacum officinale,,
07/21/21,401 Trail,6,NA,out,in,Erigeron sp.,,
07/23/21,Waterfall,4,A,in,in,Achillea millefolium,2,
07/23/21,Waterfall,4,A,in,in,Erigeron sp.,36,
07/23/21,Waterfall,4,A,in,in,Potentilla pulcherimma,10,
07/23/21,Waterfall,4,B,in,in,Achillea millefolium,2,
07/23/21,Waterfall,4,B,in,in,Erigeron sp.,3,
07/23/21,Waterfall,4,B,in,in,Potentilla pulcherimma,12,
07/23/21,Waterfall,4,C,in,in,Achillea millefolium,3,
07/23/21,Waterfall,4,C,in,in,Erigeron sp.,7,
07/23/21,Waterfall,4,C,in,in,Potentilla pulcherimma,24,
07/23/21,Waterfall,4,D,in,in,Erigeron sp.,6,
07/23/21,Waterfall,4,D,in,in,Potentilla pulcherimma,5,
07/23/21,Waterfall,4,NA,out,in,Solidago multiradiata,,
07/23/21,Waterfall,4,NA,out,in,Agoseris aurantiaca,,
07/23/21,Waterfall,4,NA,out,in,Ipomopsis aggregata ,,
07/23/21,Waterfall,2,A,in,in,Potentilla pulcherimma,5,
07/23/21,Waterfall,2,B,in,in,Potentilla pulcherimma,6,
07/23/21,Waterfall,2,C,in,in,Potentilla pulcherimma,2,
07/23/21,Waterfall,2,D,in,in,Potentilla pulcherimma,7,
07/23/21,Waterfall,2,D,in,in,Dugaldia hoopsii,5,
07/23/21,Waterfall,2,NA,out,in,Senecio bigelovii,,
07/23/21,Waterfall,2,NA,out,in,Veratrum californicum,,
07/23/21,Waterfall,2,NA,out,in,Gallium sp.,,
07/23/21,Waterfall,1,A,in,in,Erigeron sp.,14,
07/23/21,Waterfall,1,A,in,in,Potentilla pulcherimma,12,
07/23/21,Waterfall,1,B,in,in,Erigeron sp.,11,
07/23/21,Waterfall,1,B,in,in,Potentilla pulcherimma,20,
07/23/21,Waterfall,1,C,in,in,Erigeron sp.,8,
07/23/21,Waterfall,1,C,in,in,Potentilla pulcherimma,15,
07/23/21,Waterfall,1,D,in,in,Erigeron sp.,22,
07/23/21,Waterfall,1,D,in,in,Potentilla pulcherimma,4,
07/23/21,Waterfall,1,NA,out,in,Pentaphylloides floribunda ,,
07/23/21,Waterfall,1,NA,out,in,Agoseris glauca,,
07/23/21,Waterfall,3,A,in,in,Potentilla pulcherimma,12,
07/23/21,Waterfall,3,A,in,in,Collomia linearis,3,
07/23/21,Waterfall,3,B,in,in,Pentaphylloides floribunda ,1,
07/23/21,Waterfall,3,B,in,in,Erigeron elatior,11,
07/23/21,Waterfall,3,B,in,in,Potentilla pulcherimma,3,
07/23/21,Waterfall,3,C,in,in,Potentilla pulcherimma,333,
07/23/21,Waterfall,3,C,in,in,Dugaldia hoopsii,5,
07/23/21,Waterfall,3,C,in,in,Collomia linearis,9,
07/23/21,Waterfall,3,C,in,in,Pentaphylloides floribunda ,1,
07/23/21,Waterfall,3,C,in,in,Gallium sp.,1,
07/23/21,Waterfall,3,D,in,in,Potentilla pulcherimma,29,
07/23/21,Waterfall,3,NA,out,in,Adenolinum lewisii,,
07/23/21,Waterfall,3,NA,out,in,Solidago multiradiata,,
07/23/21,Waterfall,3,NA,out,in,Achillea millefolium,,
07/23/21,Waterfall,3,NA,out,in,Erigeron sp.,,
07/23/21,Waterfall,5,A,in,in,Erigeron elatior,6,
07/23/21,Waterfall,5,A,in,in,Achillea millefolium,5,
07/23/21,Waterfall,5,A,in,in,Solidago multiradiata,1,
07/23/21,Waterfall,5,A,in,in,Potentilla pulcherimma,52,
07/23/21,Waterfall,5,B,in,in,Erigeron sp.,1,
07/23/21,Waterfall,5,B,in,in,Potentilla pulcherimma,32,
07/23/21,Waterfall,5,C,in,in,Erigeron sp.,1,
07/23/21,Waterfall,5,C,in,in,Potentilla pulcherimma,36,
07/23/21,Waterfall,5,C,in,in,Collomia linearis,22,
07/23/21,Waterfall,5,D,in,in,Erigeron sp.,9,
07/23/21,Waterfall,5,D,in,in,Potentilla pulcherimma,29,
07/23/21,Waterfall,5,NA,out,in,Adenolinum lewisii,,
07/23/21,Waterfall,6,A,in,in,Potentilla pulcherimma,3,
07/23/21,Waterfall,6,B,in,in,Potentilla pulcherimma,17,
07/23/21,Waterfall,6,B,in,in,Erigeron sp.,7,
07/23/21,Waterfall,6,B,in,in,Helianthella quinqenervis,2,
07/23/21,Waterfall,6,C,in,in,Potentilla pulcherimma,6,
07/23/21,Waterfall,6,C,in,in,Pentaphylloides floribunda ,12,
07/23/21,Waterfall,6,C,in,in,Erigeron sp.,6,
07/23/21,Waterfall,6,D,in,in,Potentilla pulcherimma,20,
07/23/21,Waterfall,6,D,in,in,Erigeron sp.,16,
07/23/21,Waterfall,6,D,in,in,Heliomeris multiradiata,2,
07/23/21,Waterfall,6,NA,out,in,Achillea millefolium,,
07/23/21,Waterfall,6,NA,out,in,Ipomopsis aggregata ,,
07/23/21,Waterfall,6,NA,out,in,Agoseris aurantiaca,,
07/23/21,Waterfall,6,NA,out,out,Gentiana parryi,,
