"ID.number","Date","Site","Plot","AM.PM","Quadrant","Field.ID","Field.sex","Lab.ID","Lab.sex","Caught.on","Previously.marked.","Collected.","Notes","collector","unique_id","year"
"",2019-08-20,"Waterfall",5,"AM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",5,"AM",2,"Andrena sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",5,"AM",2,"Bombus flavifrons","W","","","Solidago multiradiata","N","N","","","",2019
"MS7",2019-08-20,"Waterfall",4,"AM",2,"Lasioglossum sp.","M","Lasioglossum sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_264",2019
"",2019-08-20,"Waterfall",4,"AM",3,"Bombus flavifrons","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"AM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"AM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"AM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",5,"PM",3,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",5,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",5,"PM",3,"Hylaeus sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",6,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",6,"PM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS8",2019-08-20,"Waterfall",6,"PM",1,"Panurginus cressoniellus","F","Panurginus cressoniellus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_265",2019
"",2019-08-20,"Waterfall",6,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",6,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",4,"PM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",4,"PM",3,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",4,"PM",3,"Bombus mixtus","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",4,"PM",3,"Bombus frigidus","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","Q","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",3,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",1,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-20,"Waterfall",2,"PM",3,"Bombus flavifrons","M","","","Solidago multiradiata","N","N","","","",2019
"",2019-08-20,"Waterfall",2,"PM",4,"Bombus flavifrons","W","","","Agoseris glauca","N","N","","","",2019
"",2019-08-20,"Waterfall",3,"PM",3,"Bombus frigidus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",2,"Bombus bifarius","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",3,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",2,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"AM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",1,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",1,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",1,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",1,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",2,"Bombus flavifrons","M","","","Helianthella quinquenervis","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",2,"Bombus flavifrons","M","","","Helianthella quinquenervis","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",2,"Bombus flavifrons","M","","","Helianthella quinquenervis","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"AM",2,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"MS1",2019-08-21,"401 Trail",6,"AM",2,"Andrena sp.","F","Halictus rubicundus","M","in flight","N","Y","","M. Stemkovski","2019_266",2019
"",2019-08-21,"401 Trail",6,"AM",4,"Bombus sylvicola","Q","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",3,"AM",2,"Bombus flavifrons","Q","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",1,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",1,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",1,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",4,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"AM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",1,"AM",3,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",1,"AM",3,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",1,"AM",1,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus frigidus","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus frigidus","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",2,"Bombus flavifrons","M","","","Chamaenerion angustifolium","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",2,"Bombus frigidus","M","","","Chamaenerion angustifolium","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",4,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",4,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"MS2",2019-08-21,"401 Trail",1,"PM",2,"Panurginus cressoniellus","F","Lasioglossum sp.","F","Potentilla pulcherrima","N","Y","Maybe pseudopanurgus","M. Stemkovski","2019_267",2019
"",2019-08-21,"401 Trail",1,"PM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","Maybe pseudopanurgus","","",2019
"",2019-08-21,"401 Trail",1,"PM",1,"Bombus frigidus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",1,"PM",1,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",1,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",3,"PM",1,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",3,"PM",1,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",3,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS3",2019-08-21,"401 Trail",3,"PM",1,"Lasioglossum sp.","F","Panurginus ineptus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_268",2019
"",2019-08-21,"401 Trail",6,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",6,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",6,"PM",4,"Bombus bifarius","W","","","Erigeron speciosus","N","N","","","",2019
"",2019-08-21,"401 Trail",6,"PM",4,"Bombus bifarius","W","","","Erigeron speciosus","N","N","","","",2019
"",2019-08-21,"401 Trail",6,"PM",2,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",6,"PM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"PM",1,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"PM",1,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"PM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",5,"PM",1,"Bombus insularis","M","","","Heliomeris multiflora","N","N","","","",2019
"MS4",2019-08-21,"401 Trail",5,"PM",1,"Halictus rubicundus","M","Andrena sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_269",2019
"",2019-08-21,"401 Trail",5,"PM",3,"Bombus sylvicola","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",2,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-21,"401 Trail",2,"PM",1,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"MS1",2019-08-22,"Waterfall",6,"AM",4,"Lasioglossum sp.","F","Lasioglossum sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_270",2019
"",2019-08-22,"Waterfall",4,"AM",1,"Bombus flavifrons","M","","","Helianthella quinquenervis","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",1,"Bombus flavifrons","M","","","Helianthella quinquenervis","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",1,"Bombus bifarius","W","","","Agoseris glauca","N","N","","","",2019
"MS2",2019-08-22,"Waterfall",4,"AM",1,"cleptoparasite","","Epeolus sp.","F","Agoseris glauca","N","Y","","M. Stemkovski","2019_271",2019
"",2019-08-22,"Waterfall",4,"AM",3,"Bombus flavifrons","M","","","Agoseris glauca","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",3,"Bombus flavifrons","M","","","Agoseris glauca","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",4,"Bombus bifarius","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",2,"Bombus frigidus","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",2,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"AM",3,"Bombus flavifrons","W","","","Agoseris glauca","N","N","","","",2019
"MS3",2019-08-22,"Waterfall",4,"AM",3,"Colletes sp.","F","Colletes sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_272",2019
"MS4",2019-08-22,"Waterfall",5,"AM",1,"Andrena sp.","F","Andrena sp.","F","Erigeron speciosus","N","Y","","M. Stemkovski","2019_273",2019
"",2019-08-22,"Waterfall",5,"AM",1,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",5,"AM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",5,"AM",2,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"MS5",2019-08-22,"Waterfall",1,"AM",3,"Panurginus cressoniellus","F","Panurginus cressoniellus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_274",2019
"",2019-08-22,"Waterfall",1,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"MS6",2019-08-22,"Waterfall",2,"AM",3,"Lasioglossum sp.","M","Lasioglossum sp.","M","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_275",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus appositus","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus appositus","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus appositus","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus appositus","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",4,"Bombus flavifrons","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"AM",3,"Bombus insularis","M","","","Erigeron speciosus","N","N","","","",2019
"",2019-08-22,"Waterfall",3,"PM",2,"Bombus bifarius","W","","","Dasiphora fruticosa","N","N","","","",2019
"",2019-08-22,"Waterfall",3,"PM",1,"Bombus flavifrons","M","","","Agoseris glauca","N","N","","","",2019
"",2019-08-22,"Waterfall",3,"PM",1,"Bombus flavifrons","M","","","Agoseris glauca","N","N","","","",2019
"",2019-08-22,"Waterfall",3,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",2,"Bombus frigidus","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",2,"Bombus frigidus","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",2,"Bombus frigidus","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",3,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-22,"Waterfall",4,"PM",3,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-22,"Waterfall",5,"PM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","blue","N","","","",2019
"",2019-08-22,"Waterfall",5,"PM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",5,"PM",2,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-22,"Waterfall",6,"PM",3,"Bombus frigidus","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"PM",2,"Bombus bifarius","M","","","Erigeron flagellaris","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"PM",4,"Bombus nevadensis","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"PM",3,"Bombus bifarius","W","","","Erigeron flagellaris","N","N","","","",2019
"",2019-08-22,"Waterfall",2,"PM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-23,"401 Trail",5,"AM",1,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-23,"401 Trail",3,"AM",2,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-23,"401 Trail",3,"AM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-23,"401 Trail",3,"AM",3,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-23,"401 Trail",3,"AM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"MS1",2019-08-23,"401 Trail",3,"AM",2,"Lasioglossum sp.","F","Lasioglossum sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_276",2019
"",2019-08-25,"Waterfall",5,"AM",1,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"MS1",2019-08-25,"Waterfall",5,"AM",1,"Lasioglossum sp.","M","Lasioglossum sp.","M","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_277",2019
"",2019-08-25,"Waterfall",4,"AM",1,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"AM",1,"Bombus sp.","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"AM",3,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"AM",3,"Bombus frigidus","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"AM",3,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"AM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"AM",2,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"MS2",2019-08-25,"Waterfall",6,"AM",2,"Panurginus cressoniellus","F","Panurginus cressoniellus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_278",2019
"MS3",2019-08-25,"Waterfall",6,"AM",2,"Hylaeus sp.","F","Hylaeus sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_279",2019
"MS4",2019-08-25,"Waterfall",6,"AM",2,"Hoplitis fulgida","F","Hoplitis fulgida","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_280",2019
"MS5",2019-08-25,"Waterfall",2,"AM",2,"Lasioglossum sp.","F","Lasioglossum sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_281",2019
"",2019-08-25,"Waterfall",3,"AM",2,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",1,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",1,"AM",2,"Hylaeus sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",6,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS6",2019-08-25,"Waterfall",6,"PM",2,"Hylaeus basalis","F","Hylaeus basalis","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_282",2019
"",2019-08-25,"Waterfall",6,"PM",1,"Hylaeus sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",6,"PM",1,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",6,"PM",3,"Hylaeus sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"MS7",2019-08-25,"Waterfall",3,"PM",4,"Halictus rubicundus","M","Halictus rubicundus","M","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_283",2019
"",2019-08-25,"Waterfall",3,"PM",1,"Hylaeus basalis","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"PM",3,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"PM",3,"Bombus insularis","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"PM",4,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"PM",4,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"PM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",4,"PM",4,"Bombus frigidus","M","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-25,"Waterfall",5,"PM",2,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",5,"PM",1,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",5,"PM",4,"Lasioglossum sp.","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-25,"Waterfall",5,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-25,"Waterfall",5,"PM",4,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-25,"Waterfall",5,"PM",1,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"",2019-08-26,"401 Trail",3,"AM",2,"Bombus bifarius","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-26,"401 Trail",3,"AM",2,"Bombus bifarius","M","","","Heliomeris multiflora","N","N","","","",2019
"MS1",2019-08-26,"401 Trail",3,"AM",1,"Hylaeus sp.","F","Hylaeus sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_284",2019
"",2019-08-26,"401 Trail",3,"AM",2,"Bombus occidentalis","Q","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-26,"401 Trail",3,"AM",3,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-26,"401 Trail",4,"AM",4,"Bombus flavifrons","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-26,"401 Trail",4,"AM",4,"Bombus sylvicola","W","","","Heliomeris multiflora","N","N","","","",2019
"",2019-08-26,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Heliomeris multiflora","N","N","","","",2019
