"ID.number","Date","Site","Plot","AM.PM","Quadrant","Field.ID","Field.sex","Lab.ID","Lab.sex","Caught.on","Previously.marked.","Collected.","Notes","collector","unique_id","year"
"MS2",2019-07-28,"401 Trail",1,"AM",2,"Andrena sp.","M","Andrena sp.","M","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_189",2019
"MS3",2019-07-28,"401 Trail",2,"AM",4,"Sphecodes sp.","","Sphecodes sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_190",2019
"",2019-07-28,"401 Trail",2,"PM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS4",2019-07-28,"401 Trail",6,"PM",4,"Panurginus cressoniellus","M","Panurginus cressoniellus","M","in flight","N","Y","","M. Stemkovski","2019_191",2019
"",2019-07-28,"401 Trail",3,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-28,"401 Trail",5,"PM",3,"Bombus appositus","W","","","Lathyrus leucanthus","N","N","","","",2019
"",2019-07-29,"Bean",1,"AM",4,"Andrena sp.","M","","","ground","N","N","Escaped","","",2019
"AF1",2019-07-29,"Bean",6,"AM",1,"Andrena sp.","M","Colletes sp.","M","Potentilla pulcherrima","N","Y","","A. Fife","2019_192",2019
"",2019-07-29,"Bean",6,"PM",4,"Megachile sp.","F","","","ground","N","N","","","",2019
"",2019-07-29,"Bean",6,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS1",2019-07-29,"Waterfall",5,"AM",4,"Panurginus cressoniellus","M","Panurginus cressoniellus","M","Potentilla pulcherrima","N","Y","Actually foraging on potentilla","M. Stemkovski","2019_193",2019
"MS2",2019-07-29,"Waterfall",2,"AM",2,"Colletes sp.","F","Colletes sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_194",2019
"MS3",2019-07-29,"Waterfall",2,"AM",1,"Panurginus cressoniellus","F","Panurginus ineptus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_195",2019
"",2019-07-29,"Waterfall",1,"AM",2,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-29,"Waterfall",1,"AM",3,"Colletes sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-29,"Waterfall",6,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-29,"Waterfall",4,"AM",1,"Bombus bifarius","W","","","Dasiphora fruticosa","N","N","","","",2019
"",2019-07-29,"Waterfall",4,"AM",4,"Panurginus cressoniellus","M","","","Potentilla pulcherrima","N","N","","","",2019
"MS4",2019-07-29,"Waterfall",4,"AM",4,"Andrena sp.","M","Colletes sp.","M","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_196",2019
"MS5",2019-07-29,"Waterfall",4,"PM",1,"Dufourea harveyi","M","Dufourea harveyi","M","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_197",2019
"",2019-07-29,"Waterfall",4,"PM",2,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-29,"Waterfall",4,"PM",2,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-29,"Waterfall",5,"PM",2,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-29,"Waterfall",6,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-30,"401 Trail",1,"AM",3,"Osmia sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"MS1",2019-07-30,"401 Trail",2,"AM",2,"Panurginus cressoniellus","M","Panurginus cressoniellus","M","Taraxacum officinale","N","Y","","M. Stemkovski","2019_198",2019
"",2019-07-30,"401 Trail",3,"AM",4,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-30,"401 Trail",3,"AM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-30,"401 Trail",5,"PM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-30,"401 Trail",5,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-30,"401 Trail",6,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-07-30,"401 Trail",4,"PM",2,"Panurginus cressoniellus","M","","","in flight","N","N","","","",2019
"MS2",2019-07-30,"401 Trail",4,"PM",4,"Hoplitis fulgida","F","Hoplitis fulgida","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_199",2019
"AF1",2019-07-31,"Bean",1,"AM",1,"Lasioglossum sp.","M","Lasioglossum sp.","M","Potentilla pulcherrima","N","Y","","A. Fife","2019_200",2019
"MS1",2019-07-31,"Waterfall",4,"AM",2,"Panurginus cressoniellus","M","Panurginus cressoniellus","M","in flight","N","Y","","M. Stemkovski","2019_201",2019
"",2019-07-31,"Waterfall",4,"AM",1,"Panurginus cressoniellus","M","","","Dasiphora fruticosa","N","N","","","",2019
"",2019-07-31,"Waterfall",4,"AM",2,"Panurginus cressoniellus","M","","","Potentilla pulcherrima","red","N","","","",2019
"",2019-07-31,"Waterfall",3,"AM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS2",2019-07-31,"Waterfall",3,"AM",2,"Dufourea harveyi","F","Dufourea harveyi","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_202",2019
"MS3",2019-07-31,"Waterfall",6,"AM",2,"Panurginus cressoniellus","F","Panurginus ineptus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_203",2019
"AF1",2019-08-02,"401 Trail",2,"AM",4,"Panurginus cressoniellus","F","Hylaeus basalis","F","Potentilla pulcherrima","N","Y","","A. Fife","2019_204",2019
"AF2",2019-08-02,"401 Trail",2,"AM",1,"Panurginus cressoniellus","F","Panurginus ineptus","F","Potentilla pulcherrima","N","Y","","A. Fife","2019_205",2019
"",2019-08-02,"401 Trail",1,"PM",4,"Bombus balteatus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",5,"PM",3,"Bombus sp.","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",1,"AM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",1,"AM",3,"Bombus occidentalis","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",1,"AM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",4,"AM",2,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",4,"AM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",4,"AM",2,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"MS1",2019-08-02,"401 Trail",4,"AM",1,"Andrena sp.","F","Andrena sp.","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_206",2019
"",2019-08-02,"401 Trail",4,"AM",4,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"MS2",2019-08-02,"401 Trail",5,"AM",1,"Panurginus cressoniellus","F","Panurginus cressoniellus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_207",2019
"",2019-08-02,"401 Trail",5,"AM",1,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"AM",4,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"AM",2,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"AM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"AM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"AM",2,"Bombus rufocinctus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"AM",4,"Bombus appositus","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-02,"401 Trail",3,"AM",2,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",4,"PM",2,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",4,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-02,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",3,"PM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-02,"401 Trail",3,"PM",2,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",2,"AM",1,"Andrena sp.","F","","","Dasiphora fruticosa","N","N","","","",2019
"",2019-08-03,"Waterfall",1,"AM",1,"Megachile sp.","M","","","in flight","N","N","","","",2019
"",2019-08-03,"Waterfall",1,"AM",1,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",1,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",1,"AM",1,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",5,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",5,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",6,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",6,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",6,"AM",4,"Osmia sp.","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",6,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"AM",2,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"AM",2,"Stelis sp.","F","","","ground","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"AM",2,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"AM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",3,"AM",3,"Bombus balteatus","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",6,"PM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",6,"PM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-03,"Waterfall",4,"PM",2,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",1,"PM",1,"Bombus frigidus","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",1,"PM",2,"Bombus bifarius","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",1,"PM",1,"Bombus appositus","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",2,"PM",3,"Bombus appositus","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",2,"PM",3,"Bombus flavifrons","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",2,"PM",2,"Bombus bifarius","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",5,"PM",1,"Bombus bifarius","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",5,"PM",2,"Bombus flavifrons","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",5,"PM",4,"Bombus flavifrons","","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",1,"AM",3,"Bombus flavifrons","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-05,"401 Trail",1,"AM",3,"Bombus bifarius","W","","","Erigeron elatior","N","N","","","",2019
"",2019-08-05,"401 Trail",1,"AM",3,"Bombus flavifrons","Q","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-05,"401 Trail",3,"AM",3,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"AM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"AM",4,"Bombus flavifrons","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"AM",4,"Bombus flavifrons","M","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"AM",3,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"AM",2,"Bombus flavifrons","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"AM",2,"Bombus appositus","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",2,"AM",3,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",2,"AM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",2,"AM",2,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",2,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",4,"AM",2,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",4,"AM",1,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",5,"AM",2,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",5,"AM",4,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",3,"PM",2,"Bombus sp.","Q","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",3,"PM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Megachile sp.","F","","","Frasera speciosa","N","N","certain","","",2019
"",2019-08-05,"401 Trail",6,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus flavifrons","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",3,"Bombus appositus","W","","","Delphinium barbeyi","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus frigidus","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",2,"Bombus frigidus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",6,"PM",4,"Bombus bifarius","W","","","Frasera speciosa","N","N","","","",2019
"",2019-08-05,"401 Trail",4,"PM",1,"Bombus flavifrons","W","","","Chamaenerion angustifolium","N","N","","","",2019
"",2019-08-05,"401 Trail",4,"PM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",4,"PM",2,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-05,"401 Trail",4,"PM",1,"Bombus frigidus","W","","","Chamaenerion angustifolium","N","N","","","",2019
"",2019-08-06,"Waterfall",3,"AM",2,"Bombus frigidus","M","","","Senecio serra","N","N","","","",2019
"MS1",2019-08-06,"Waterfall",6,"AM",4,"Panurginus cressoniellus","F","Panurginus ineptus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_208",2019
"MS2",2019-08-06,"Waterfall",6,"AM",3,"Hylaeus sp.","","Hylaeus sp.","M","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_209",2019
"",2019-08-06,"Waterfall",2,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",2,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"AM",3,"Bombus rufocinctus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"AM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"AM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"AM",4,"Bombus frigidus","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS3",2019-08-06,"Waterfall",1,"AM",3,"Megachile sp.","F","Hoplitis fulgida","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_210",2019
"",2019-08-06,"Waterfall",1,"AM",1,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"PM",3,"Bombus sylvicola","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"PM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"PM",3,"Bombus frigidus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",1,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-06,"Waterfall",6,"PM",3,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"MS4",2019-08-06,"Waterfall",6,"PM",1,"Osmia sp.","F","Osmia sp.","F","ground","N","Y","","M. Stemkovski","2019_211",2019
"",2019-08-07,"401 Trail",1,"PM",1,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"PM",2,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"PM",4,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"PM",4,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"AF1",2019-08-07,"401 Trail",1,"PM",1,"Megachile sp.","F","Hoplitis fulgida","F","Potentilla pulcherrima","N","Y","","A. Fife","2019_212",2019
"",2019-08-07,"401 Trail",5,"PM",3,"Bombus rufocinctus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",5,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",5,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",2,"PM",2,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",2,"PM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",2,"PM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",2,"PM",3,"Bombus appositus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"AM",2,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"AM",3,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"AM",3,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",1,"AM",4,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",4,"AM",4,"Bombus flavifrons","M","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",4,"AM",1,"Bombus appositus","Q","","","in flight","N","N","","","",2019
"",2019-08-07,"401 Trail",6,"AM",3,"Bombus occidentalis","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS1",2019-08-07,"401 Trail",5,"AM",4,"Panurginus cressoniellus","F","Panurginus ineptus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_213",2019
"",2019-08-07,"401 Trail",2,"AM",3,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",2,"AM",1,"Bombus flavifrons","W","","","Helianthella quinquenervis","N","N","","","",2019
"",2019-08-07,"401 Trail",3,"AM",4,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",3,"AM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",4,"PM",2,"Bombus sylvicola","Q","","","Erigeron elatior","N","N","","","",2019
"",2019-08-07,"401 Trail",6,"PM",1,"Bombus rufocinctus","Q","","","Vicia americana","N","N","","","",2019
"",2019-08-07,"401 Trail",6,"PM",2,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",6,"PM",1,"Bombus appositus","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",6,"PM",2,"Bombus rufocinctus","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",6,"PM",1,"Bombus appositus","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-07,"401 Trail",3,"PM",2,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"MS1",2019-08-08,"Waterfall",2,"PM",1,"Panurginus cressoniellus","F","Panurginus cressoniellus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_214",2019
"",2019-08-08,"Waterfall",1,"PM",2,"bombus sylvicola","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",1,"PM",4,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",4,"PM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",5,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",5,"PM",4,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",5,"PM",4,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"MS2",2019-08-08,"Waterfall",5,"PM",4,"Megachile sp.","M","Hoplitis fulgida","M","in flight","N","Y","","M. Stemkovski","2019_215",2019
"",2019-08-08,"Waterfall",3,"PM",1,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",3,"PM",2,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",3,"PM",2,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"MS3",2019-08-08,"Waterfall",3,"PM",2,"Halictus sp.","F","Lasioglossum sp.","F","Potentilla pulcherrima","N","Y","not rubicundus","M. Stemkovski","2019_216",2019
"",2019-08-08,"Waterfall",6,"PM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",6,"PM",2,"Bombus bifarius","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",6,"PM",1,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",6,"PM",3,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-08,"Waterfall",6,"PM",1,"Bombus flavifrons","M","","","Senecio bigelovii","N","N","","","",2019
"AF1",2019-08-09,"401 Trail",2,"PM",2,"Lasioglossum sp.","F","Lasioglossum sp.","F","Potentilla pulcherrima","N","Y","","A. Fife","2019_217",2019
"",2019-08-09,"401 Trail",2,"PM",4,"Bombus appositus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",2,"PM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",2,"PM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",4,"PM",4,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",4,"PM",1,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",5,"PM",3,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",3,"AM",4,"Bombus flavifrons","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",3,"AM",4,"Bombus occidentalis","Q","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",3,"AM",2,"Bombus flavifrons","W","","","Potentilla pulcherrima","blue","N","","","",2019
"MS1",2019-08-09,"401 Trail",2,"AM",4,"Panurginus cressoniellus","F","Panurginus cressoniellus","F","Potentilla pulcherrima","N","Y","","M. Stemkovski","2019_218",2019
"",2019-08-09,"401 Trail",2,"AM",2,"Bombus flavifrons","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",2,"AM",2,"Panurginus cressoniellus","F","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",4,"AM",1,"Bombus appositus","W","","","Potentilla pulcherrima","N","N","","","",2019
"",2019-08-09,"401 Trail",4,"AM",1,"Bombus bifarius","W","","","Potentilla pulcherrima","N","N","","","",2019
